constitution,coef,odds_ratio
qi_deficiency,0.12013818340911193,1.1276526637031672
balanced,0.07088723807788554,1.0734601736109532
yang_deficiency,0.01874461978418458,1.0189214030202318
qi_stagnation,0.010928673840225799,1.0109886099378738
yin_deficiency,0.001004599914897022,1.0010051046944113
phlegm_dampness,-0.011233222331263063,0.9888296347281097
special_diathesis,-0.016327589347220603,0.9838049832288641
blood_stasis,-0.0498889750090553,0.9513350406018604
damp_heat,-0.05195270188928007,0.9493737693666371
