name,coef,ame,abs_ame,share
Qi_deficiency,0.11913202875564806,0.01933530780631033,0.01933530780631033,0.3123580489235772
Balanced,0.08724451560512607,0.014159916365543982,0.014159916365543982,0.2287506303581501
Damp_heat,-0.0568362244984332,-0.009224604891769381,0.009224604891769381,0.14902165587162747
Blood_stasis,-0.05674312389212497,-0.009209494523057237,0.009209494523057237,0.14877755087279723
Special_diathesis,-0.022834188803060273,-0.0037060232552586607,0.0037060232552586607,0.05987006800585816
Yang_deficiency,0.019177929832055098,0.003112606914058168,0.003112606914058168,0.05028354513311343
Qi_stagnation,0.01798583554510318,0.0029191282147267208,0.0029191282147267208,0.04715793525729244
Yin_deficiency,-0.0014062250894409936,-0.00022823245128366718,0.00022823245128366718,0.003687049820884939
Phlegm_dampness,3.566651109060392e-05,5.788728501623144e-06,5.788728501623144e-06,9.351575669900597e-05
